1491,3,3,15,14,1
331,3,4,0,0,0
371,2,2,35,30,0
727,1,5,0,0,0
1249,3,5,40,44,0
2614,2,2,0,9,1
951,2,3,57,41,0
2498,3,3,0,0,1
545,2,5,14,20,0
1838,1,5,0,0,0
3724,3,3,19,7,1
280,2,2,0,6,0
641,5,1,0,0,1
488,3,5,0,0,0
1237,3,4,6,0,0
1062,1,1,0,0,0
2699,2,2,0,3,1
679,1,1,51,71,1
423,4,4,0,5,0
4817,4,4,0,19,1
3833,3,3,0,3,1
2559,5,5,0,0,1
373,4,4,0,0,0
2279,2,5,17,79,0
862,2,2,0,0,1
666,3,3,243,251,0
759,2,2,0,0,1
2338,2,4,152,151,0
946,1,3,0,0,0
772,4,3,0,0,1
1011,3,2,0,0,0
257,2,0,0,1,0
164,2,3,0,0,0
166,4,3,17,17,1
2280,4,4,19,38,1
590,5,4,0,0,1
1597,2,2,0,5,1
2264,3,5,0,0,0
814,5,5,0,0,1
1024,3,1,2,0,0
3276,0,5,0,0,1
2567,2,2,0,12,1
889,2,5,38,30,0
1009,2,2,0,0,0
198,4,5,42,65,0
1598,3,3,0,0,1
873,1,0,57,65,0
1399,4,4,16,4,1
1145,3,5,0,10,0
282,0,4,18,10,1
1076,5,1,47,62,1
3927,4,4,0,1,1
507,3,5,0,0,0
325,4,3,0,0,1
3404,5,5,8,0,1
2387,4,4,33,21,1
192,3,3,0,1,1
972,2,2,0,0,0
362,1,1,0,17,1
1587,1,1,60,68,1
2611,4,5,0,0,1
651,4,5,0,0,0
342,3,4,0,0,0
1625,5,5,0,4,1
361,2,4,0,0,0
3511,3,5,0,29,0
927,1,4,0,0,0
3666,4,4,0,0,1
1187,1,1,33,40,1
106,5,2,11,4,1
235,2,2,24,24,1
965,2,5,0,0,0
936,3,4,0,0,0
1558,2,4,91,93,0
222,4,1,0,0,1
680,4,4,2,0,0
641,3,4,13,1,0
3065,0,5,0,0,1
3736,2,1,52,41,0
1024,4,4,12,5,0
685,2,4,0,0,0
296,4,0,19,12,1
337,4,4,5,0,1
1363,2,2,238,232,1
189,1,2,13,11,0
1620,4,4,7,0,1
552,4,4,4,0,1
1616,4,4,2,6,1
646,3,4,0,0,0
404,4,4,21,13,0
3601,2,2,0,0,1
635,2,2,150,156,1
646,4,5,13,4,1
317,3,4,23,14,0
1892,3,3,0,0,0
612,3,4,0,0,0
2609,3,3,0,0,1
1357,3,3,4,0,0
237,2,4,3,12,0
2442,2,2,0,0,1
950,1,5,0,0,0
2896,1,1,2,0,1
1537,2,2,0,0,1
197,2,3,3,0,0
789,1,4,0,0,0
541,3,4,0,0,0
782,2,2,9,19,0
951,1,1,0,0,1
563,2,4,0,0,0
109,3,3,0,5,0
414,2,1,1,0,0
502,4,4,0,0,0
990,4,4,37,38,1
1192,1,1,0,32,0
2869,5,5,0,1,1
401,3,2,71,117,0
425,5,4,0,0,1
1095,3,5,0,0,0
1609,2,4,12,0,0
1310,1,1,52,27,0
946,4,2,0,0,1
3804,2,2,0,0,1
125,2,4,47,94,0
429,2,1,35,29,0
3004,5,5,5,14,1
1455,2,2,0,0,0
833,3,3,0,0,1
1892,1,1,0,0,0
789,2,4,0,0,0
2254,3,3,2,0,1
444,4,4,12,16,1
522,4,5,40,26,1
283,3,4,20,16,0
1529,5,5,0,0,1
1099,1,1,51,51,0
2580,5,5,0,0,1
1262,1,1,0,0,1
109,5,1,0,11,1
271,3,0,100,93,0
2777,5,5,2,0,1
2865,2,2,2,0,1
920,4,4,0,0,0
414,3,3,2,0,0
2154,3,3,0,0,1
2349,4,3,0,0,1
1773,3,3,0,0,0
802,1,3,0,0,0
192,3,2,0,0,0
937,2,5,0,0,0
1050,1,0,0,0,0
370,3,2,3,8,0
413,3,1,7,14,0
372,4,5,89,88,0
641,2,2,7,17,0
528,2,3,0,0,0
989,1,4,6,3,0
920,1,2,0,0,0
853,1,1,0,0,0
352,3,5,108,99,0
2690,3,3,0,0,1
1846,2,2,62,55,1
2475,1,1,0,0,1
461,3,3,141,121,0
622,3,5,10,11,0
533,3,5,0,0,0
125,3,5,0,0,0
1464,3,2,0,3,0
2355,2,2,24,0,1
77,5,1,0,0,1
2563,2,2,0,0,1
986,2,2,0,6,0
1750,1,5,132,117,0
793,4,4,91,71,1
229,5,5,0,0,1
1874,2,3,0,0,0
319,5,5,0,0,1
2571,3,3,0,0,1
261,3,4,87,75,0
557,3,4,81,63,0
196,2,4,0,5,0
3934,3,3,0,0,1
2704,4,4,60,75,1
2334,0,4,0,0,1
3848,1,2,0,0,1
409,3,5,0,14,0
907,2,3,19,11,0
262,1,5,70,55,0
2141,1,1,0,0,0
859,0,0,0,0,1
237,1,1,0,0,0
308,1,4,91,92,0
3679,2,2,0,0,1
501,3,4,0,0,0
550,3,4,0,0,1
1118,1,1,0,20,0
3179,1,1,0,0,1
1085,4,4,8,11,0
2807,1,1,0,7,1
3802,0,0,0,0,1
926,3,3,26,44,0
192,1,2,0,0,0
235,2,5,0,0,0
733,4,2,0,0,0
814,1,0,32,12,0
2075,4,4,0,0,1
2338,3,4,1,0,0
834,4,4,14,0,1
1778,4,4,4,7,1
1052,3,4,0,0,0
657,2,2,6,0,1
577,3,3,0,0,0
449,4,4,4,0,1
237,1,5,0,0,0
544,4,4,0,0,1
2556,4,4,0,0,1
2475,4,4,0,0,0
3034,2,2,8,28,1
366,1,1,0,0,1
956,2,1,1,13,0
2218,3,3,0,0,1
456,0,1,19,45,1
1892,4,1,28,45,0
1262,0,0,9,0,1
3423,3,3,0,0,1
493,4,4,0,0,1
163,3,5,0,0,0
1117,3,2,7,0,0
2187,2,2,0,0,1
1342,3,4,0,0,0
304,3,5,0,0,0
1750,1,3,0,7,1
216,3,4,0,0,0
489,3,3,8,14,0
370,2,1,0,0,0
1747,2,2,132,123,1
773,2,2,140,129,1
200,3,1,40,27,0
405,1,1,0,5,1
1598,5,5,0,0,1
201,4,3,0,0,1
2475,3,3,4,0,1
3935,1,1,0,25,1
2657,4,5,8,7,0
292,5,2,32,29,1
544,2,2,62,46,1
861,1,1,0,0,0
271,5,0,62,84,1
134,2,5,43,41,0
1276,3,1,10,0,0
3185,2,5,0,0,0
451,1,1,0,2,1
1981,4,4,0,0,1
1605,2,5,41,19,0
1005,4,4,3,0,1
455,3,1,0,0,0
308,3,4,2,0,0
812,4,4,0,0,1
414,3,0,17,2,0
190,3,2,0,0,1
1197,5,5,0,5,1
814,3,2,25,19,0
1514,2,3,0,0,0
632,1,5,9,,0
213,3,4,0,0,0
852,2,5,1,1,0
1056,1,1,214,210,1
1013,3,3,0,0,0
575,1,0,0,8,0
3236,4,4,0,13,1
2764,5,5,8,15,1
399,2,4,0,0,0
408,5,0,0,0,1
1162,4,4,0,4,1
1744,2,1,0,0,0
366,4,4,63,47,0
368,4,3,0,0,0
239,1,1,0,0,1
695,2,1,7,32,0
1020,4,4,5,0,1
163,3,2,0,0,0
125,4,3,0,0,0
1208,4,5,1,0,1
667,2,5,35,35,0
334,3,4,0,0,0
2046,4,1,0,62,0
1566,4,4,0,0,1
445,4,4,2,0,1
2590,4,4,0,0,1
2136,4,4,1,0,1
643,1,1,0,0,0
1440,2,2,15,3,0
594,1,3,0,0,0
296,5,5,28,51,1
2611,4,4,17,10,1
867,4,4,0,0,0
862,1,5,0,1,0
257,3,1,6,0,0
2398,2,2,109,100,1
812,1,2,38,22,0
2496,4,4,0,0,1
140,5,1,71,58,1
3142,4,4,145,147,1
842,1,1,0,0,0
861,4,1,26,14,0
1747,2,4,10,0,0
302,2,1,17,3,0
602,5,4,0,0,1
265,3,4,97,123,0
283,5,0,13,8,1
473,1,1,0,0,1
1253,3,3,0,0,0
2758,4,4,0,0,1
3344,0,5,0,2,1
2565,1,4,0,0,0
3494,5,5,1,0,1
780,4,4,26,23,0
721,1,4,0,0,0
1440,1,4,3,0,0
2624,3,3,0,0,1
493,2,5,15,0,0
307,4,4,19,11,1
2864,1,4,8,0,0
2614,1,4,9,3,0
2633,2,2,0,3,1
489,2,5,0,0,0
3139,2,3,0,0,0
2139,3,3,38,25,1
671,4,1,60,71,1
1578,4,4,0,0,1
1121,3,5,0,0,0
2475,1,3,15,79,0
2454,1,1,0,0,0
872,3,3,0,0,0
1979,2,5,0,29,0
2425,2,5,2,0,0
1306,3,5,0,0,0
1694,5,0,0,0,1
302,1,5,0,0,0
2048,3,2,26,23,0
950,1,5,0,34,0
861,4,5,0,3,0
467,2,0,7,0,0
174,3,3,0,7,0
3218,2,2,16,16,0
143,4,2,12,2,1
255,5,0,0,2,1
284,3,4,0,0,0
404,3,4,7,0,0
279,4,0,10,0,1
1884,1,1,0,0,1
594,3,3,0,0,0
237,3,3,93,123,0
849,5,5,0,0,1
3136,4,4,56,61,1
991,2,1,3,0,0
2133,5,5,26,18,1
3925,5,5,0,0,1
319,4,1,0,0,0
157,5,5,30,49,1
543,3,1,48,42,0
2778,2,2,114,95,1
3882,5,5,1,0,1
2556,2,2,4,10,1
209,5,5,0,2,1
936,0,3,0,0,1
236,3,2,5,0,0
129,1,4,0,0,0
2846,2,4,0,0,0
247,4,5,5,0,1
2187,0,4,277,275,1
522,5,0,0,0,1
1576,4,5,0,0,0
1756,1,2,9,40,0
583,3,2,1,0,0
3548,4,1,0,8,1
944,5,4,0,0,1
522,2,4,10,6,0
1013,2,2,9,29,0
304,1,4,0,2,0
2234,1,1,0,0,1
179,5,3,0,0,1
689,4,5,0,0,0
2317,2,2,3,9,1
2162,3,4,22,14,0
1754,3,3,0,0,1
391,4,3,0,0,0
175,4,4,0,0,0
1379,1,4,11,4,0
2300,2,4,23,46,0
201,1,1,8,14,0
200,3,3,18,79,1
594,5,5,0,0,1
358,2,2,0,0,0
950,3,5,14,8,0
1561,5,5,0,0,1
427,2,4,0,0,0
1663,5,3,0,0,1
526,1,0,0,57,0
965,1,1,0,0,0
2677,0,0,0,0,1
2454,3,1,0,0,0
2159,0,0,0,0,1
762,2,5,51,,0
1024,4,2,37,55,1
2748,3,3,15,7,0
946,5,5,0,0,1
3489,4,4,0,0,1
589,5,5,9,0,1
554,4,4,0,0,0
731,0,0,10,19,1
1111,3,3,0,0,1
174,3,5,0,0,0
1576,4,4,0,0,0
1217,1,0,0,0,0
1066,4,1,129,119,0
1827,3,3,0,0,1
1216,4,1,0,2,0
191,2,1,24,18,0
2920,1,1,9,1,1
368,0,3,5,5,1
1981,1,3,10,6,0
802,3,4,0,0,1
307,1,4,0,6,0
1618,3,1,0,7,0
2061,4,4,0,0,1
2635,5,5,0,0,1
89,5,3,0,11,1
587,5,5,0,0,1
1897,1,1,0,0,1
632,2,1,0,0,0
1463,4,5,0,0,0
569,2,4,33,28,0
763,5,3,0,34,1
454,3,3,0,1,1
631,1,0,16,16,0
455,2,5,0,0,0
1121,2,5,6,4,0
721,2,3,26,16,0
239,4,0,0,1,1
874,2,2,0,0,0
447,1,5,0,0,0
550,5,4,25,18,1
1947,4,4,493,485,1
2402,5,4,0,0,1
399,0,2,0,0,1
446,3,4,1,0,0
829,1,1,28,27,1
2935,5,5,3,2,1
760,2,2,72,60,0
1975,3,2,0,0,0
3529,4,4,0,0,1
1440,5,5,26,31,1
3490,3,3,0,0,1
756,3,3,9,0,1
1149,3,3,6,57,0
236,2,1,0,0,0
1249,2,2,0,0,0
1166,4,1,5,0,0
189,1,3,1,2,0
650,0,4,0,0,1
765,1,1,0,0,0
1105,4,4,6,0,0
592,1,2,0,0,0
609,1,4,14,27,0
223,3,3,0,2,1
3283,5,5,0,0,1
372,2,2,13,10,1
1059,0,4,5,0,1
2923,5,5,6,0,1
589,1,5,6,0,0
859,3,3,0,5,1
802,4,3,3,7,0
371,3,5,7,7,0
997,4,5,41,30,1
134,4,4,0,0,1
391,1,3,72,62,0
748,5,5,0,0,1
3484,1,1,0,0,1
821,1,4,0,0,0
480,5,5,0,0,1
1009,2,2,0,0,0
328,3,1,32,28,0
101,4,1,0,0,0
1008,5,0,0,0,1
296,3,2,11,11,0
1624,5,5,0,0,1
3616,5,5,0,0,1
1105,3,4,0,11,0
484,4,1,4,0,1
1558,2,4,1,0,0
3632,1,1,0,0,1
280,3,4,0,0,0
451,5,4,0,0,1
2422,2,2,0,0,1
1076,3,5,332,336,0
2980,5,5,0,29,1
1107,3,3,0,0,1
925,3,3,11,11,0
1624,4,4,0,0,1
3995,3,1,0,0,0
562,3,3,26,21,1
491,3,3,15,11,0
534,2,3,0,0,0
3783,5,5,0,13,1
2454,1,1,0,0,1
373,3,4,0,0,0
213,1,5,0,0,0
817,5,1,0,0,1
319,3,2,14,4,0
301,1,4,0,0,0
813,1,1,0,0,1
370,3,5,9,0,0
368,2,5,2,7,0
610,4,4,27,47,1
3801,3,3,0,0,1
617,4,2,0,0,1
813,1,1,7,4,0
468,1,1,1,12,1
369,5,4,0,0,1
351,5,4,0,0,1
313,2,0,0,21,0
214,4,1,0,0,0
304,3,4,13,6,0
594,1,4,36,52,0
393,3,1,14,17,0
1670,3,2,125,128,0
833,5,4,0,0,1
118,2,4,0,0,0
316,2,5,55,48,0
223,2,5,32,46,0
740,3,3,0,0,0
100,2,3,0,0,0
3207,3,3,102,97,1
236,2,3,3,0,0
550,2,4,18,13,0
491,4,2,13,29,0
3892,2,2,1,0,0
562,5,3,12,11,1
1009,5,5,0,0,1
2068,2,2,0,0,0
3923,3,3,1,0,0
1547,2,2,34,18,1
347,3,3,0,0,0
199,3,4,0,0,0
212,1,4,9,11,0
223,1,1,0,5,0
539,2,5,0,0,0
1262,1,4,0,0,0
3984,2,2,12,4,1
1044,4,4,15,12,0
3090,3,1,10,4,0
1235,0,5,0,0,1
383,3,3,0,0,0
874,1,2,0,12,0
697,2,5,0,0,0
312,1,4,29,29,0
1084,2,1,0,0,0
861,1,1,0,0,1
129,2,4,0,3,0
189,3,4,1,2,0
299,1,5,136,156,0
196,5,2,0,0,1
460,5,5,0,0,1
605,0,0,0,0,1
937,2,5,0,0,0
1846,4,4,40,46,0
404,0,1,31,20,1
1334,1,5,3,0,0
473,1,5,14,5,0
2486,2,2,0,14,0
1797,3,3,60,55,1
282,4,4,64,69,1
472,4,4,11,0,1
191,4,5,8,0,1
1008,3,2,0,0,0
1337,5,5,0,0,1
592,4,4,0,0,1
661,3,3,35,59,0
604,2,2,0,0,1
1089,4,5,0,32,0
3660,3,1,0,0,0
1623,4,4,0,0,1
2125,4,4,3,3,0
1023,2,2,4,0,1
316,1,1,0,1,0
3648,2,1,42,25,0
2436,5,5,0,0,1
402,0,4,0,0,1
134,5,5,0,0,1
689,1,4,0,1,0
3732,1,1,0,0,1
2342,1,4,0,1,0
2065,2,1,0,0,0
2342,3,3,0,0,1
173,3,4,93,99,0
368,2,4,0,0,0
748,5,1,49,49,1
1903,3,3,0,0,1
1069,1,1,0,0,0
3894,1,1,0,50,1
1183,4,5,5,0,1
2677,3,3,0,17,0
214,2,2,81,72,0
861,1,4,0,44,0
282,1,2,0,0,0
423,4,4,1,0,0
3259,2,5,0,0,1
566,5,2,0,0,1
1013,1,2,0,11,0
762,2,5,0,23,0
304,1,3,44,58,0
2961,3,3,416,407,1
2935,2,2,18,2,1
1005,2,3,24,35,0
3207,1,1,3,0,1
2845,3,1,0,0,0
140,4,5,0,0,0
251,4,2,0,7,1
604,5,4,0,0,1
952,4,2,0,0,1
1470,5,0,0,2,1
846,4,4,0,0,1
1124,1,5,0,0,0
596,4,4,0,0,1
395,0,0,0,0,1
1399,4,4,2,3,1
1846,5,5,14,0,1
1464,2,2,0,0,1
1121,2,2,0,0,0
86,2,3,0,0,0
468,0,2,0,0,1
1961,1,1,102,97,1
1129,4,4,0,0,0
2342,1,3,46,48,1
781,3,5,1,0,0
602,2,1,0,0,0
1452,2,5,0,15,0
431,4,2,6,11,0
773,2,2,4,13,0
507,2,4,0,0,0
2283,1,5,13,5,0
2436,1,1,0,0,0
2223,4,4,10,5,1
533,2,1,58,54,0
399,2,3,0,0,0
951,3,3,0,0,1
192,2,2,0,0,1
1849,4,4,2,0,0
721,2,5,39,29,0
1092,2,2,0,0,0
239,3,3,0,0,1
985,1,1,2,15,0
107,3,3,58,43,0
2521,3,2,0,18,0
805,5,5,0,0,1
922,1,4,0,0,0
1218,3,2,57,35,0
2945,2,2,0,8,0
328,3,2,0,0,0
541,4,4,0,0,1
488,3,4,3,12,0
628,4,5,0,0,1
948,1,1,0,0,1
606,1,1,0,0,1
901,3,3,0,0,0
2437,2,3,0,0,0
2611,3,3,11,0,1
184,3,3,0,0,0
1464,0,0,3,14,1
354,4,4,0,0,1
185,2,3,105,101,0
829,3,5,5,11,0
2446,2,2,20,0,1
395,2,1,5,7,0
2861,3,3,0,0,1
3247,1,5,50,37,1
1005,5,4,0,0,1
383,0,5,0,0,1
420,3,3,5,29,0
1448,3,3,0,0,0
106,5,4,0,0,1
357,4,4,0,0,0
3968,3,3,0,0,1
541,4,3,4,0,0
1121,4,4,10,16,0
2409,5,1,0,0,1
308,5,5,0,0,1
1891,3,3,0,0,1
763,4,4,15,8,1
2802,2,2,31,23,1
2106,3,5,24,0,0
931,2,4,93,101,0
3799,2,2,81,96,1
672,3,4,0,0,0
110,2,3,0,0,0
1020,0,0,11,0,1
358,1,1,0,0,1
203,4,3,0,11,0
818,2,3,21,37,0
1096,3,3,68,43,0
2832,3,3,113,105,1
296,3,5,17,13,0
374,2,1,25,29,0
2446,2,2,0,0,1
993,1,4,0,0,0
1590,3,3,2,0,1
878,0,5,20,20,1
166,5,5,0,0,1
304,4,4,0,0,0
2556,3,3,0,11,1
948,3,3,0,0,0
1389,1,4,0,0,0
2475,3,5,0,0,0
783,1,1,0,0,0
764,2,2,0,0,1
406,3,3,40,29,0
1298,2,2,0,0,1
2214,4,1,28,19,0
645,3,5,86,82,0
944,5,2,0,0,1
308,5,5,4,8,1
651,2,2,124,114,0
337,2,1,137,138,0
119,2,2,187,191,0
919,3,5,0,0,0
259,2,5,0,0,0
117,3,1,0,0,0
449,5,3,0,0,1
735,2,2,0,0,0
201,3,3,1,0,1
896,2,1,8,10,0
1009,3,5,26,27,0
156,2,5,0,0,0
483,3,1,5,0,0
641,3,5,7,0,0
1532,2,1,0,0,0
190,2,5,7,0,0
409,4,2,12,6,1
236,3,4,0,0,0
2539,4,4,10,3,1
931,5,5,0,4,1
1990,2,2,18,6,0
3298,3,3,0,0,1
482,2,2,9,0,1
1504,3,3,0,0,0
601,1,4,1,0,0
1990,2,4,0,0,0
1945,1,1,36,33,1
1688,2,2,32,28,1
3905,5,5,0,0,1
302,2,2,31,22,1
797,2,5,29,19,0
2615,5,5,0,0,1
770,1,5,22,17,0
587,1,2,35,18,0
1208,1,4,1,0,0
163,3,4,0,0,0
542,3,3,7,9,1
335,5,5,0,0,1
669,1,5,53,41,0
2579,2,4,0,0,0
2227,5,5,15,50,1
746,2,4,0,0,0
3712,4,4,0,0,0
134,3,5,79,70,0
1299,2,3,1,0,0
1862,2,5,31,30,0
269,4,3,0,0,1
936,1,1,17,3,1
118,1,3,0,5,0
1199,3,2,4,0,0
158,2,0,0,0,0
148,2,3,3,8,0
576,1,4,17,24,0
391,1,5,0,2,0
2711,5,5,5,18,1
314,3,3,0,0,0
282,4,5,0,0,1
1605,2,2,3,0,1
1825,4,1,6,0,0
3195,2,1,0,0,0
1303,2,2,0,0,0
785,1,1,247,286,1
624,3,5,7,17,0
1616,2,2,0,0,0
1546,2,2,0,0,0
1102,1,3,0,0,0
1407,4,4,14,22,1
300,2,4,0,0,0
1048,4,1,0,0,0
1020,2,1,0,0,0
308,1,2,13,12,0
2848,3,3,20,1,1
2903,0,3,13,0,1
500,5,5,0,0,1
806,4,4,0,0,1
2703,2,2,0,0,1
602,4,4,0,0,1
468,2,1,0,0,1
2454,3,4,0,0,0
989,1,1,0,0,1
1079,4,4,24,16,0
979,3,2,0,25,0
1908,2,2,0,0,1
1072,3,2,0,0,0
2475,2,5,48,77,0
2994,4,4,0,0,0
2119,2,2,0,0,1
3785,4,4,0,16,1
3336,5,5,0,0,1
1616,4,0,0,0,1
1096,1,5,0,0,0
620,3,1,13,0,0
343,4,5,0,0,1
328,3,4,0,0,0
1325,3,5,0,6,0
1400,5,2,0,0,1
1017,3,4,126,,0
2229,0,0,0,1,1
1635,2,2,145,122,1
761,1,1,10,1,1
356,1,1,60,41,1
1874,4,4,20,30,1
3240,1,1,12,2,1
907,1,1,3,0,0
817,2,0,0,5,0
622,4,0,75,61,0
843,3,2,0,0,0
1723,1,1,80,103,1
227,4,3,0,0,1
745,3,3,0,0,0
1616,4,4,2,0,0
342,1,5,4,0,0
2401,2,2,0,0,1
159,2,2,15,13,1
262,3,4,3,0,0
326,1,0,0,0,0
944,2,2,87,79,0
970,1,4,12,0,0
920,3,3,7,3,0
1440,5,5,8,9,1
1592,2,4,0,0,0
997,3,3,0,0,0
502,3,3,0,0,1
528,2,1,5,0,0
677,4,2,0,5,1
674,1,1,0,0,0
3424,3,3,0,0,0
391,3,4,68,77,0
209,4,4,0,0,1
227,3,5,42,34,0
1183,1,5,20,0,0
3151,3,2,2,15,1
2356,2,2,0,0,0
1235,2,2,8,0,1
147,2,2,0,0,0
409,2,2,18,6,1
1788,2,2,0,7,0
748,2,2,129,122,0
2106,1,1,5,0,1
2241,3,3,0,0,1
853,3,3,0,0,1
2957,5,5,45,44,1
190,4,4,0,0,1
337,0,0,0,0,1
2376,1,5,0,0,0
1919,3,1,100,80,0
337,2,4,0,0,0
1844,5,5,39,43,1
1205,4,1,0,0,0
550,3,4,0,0,0
